zip5,lat,lon,state,temp_1_f,temp_2_f,temp_3_f,temp_4_f,temp_5_f,temp_6_f,temp_7_f,temp_1_c,temp_2_c,temp_3_c,temp_4_c,temp_5_c,temp_6_c,temp_7_c,warnings
74963,34.37769,-94.55278,OK,102,71,103,71,106,77,91,38.9,21.7,39.4,21.7,41.1,25,32.8,
74964,36.114272,-94.6335,OK,94,99,78,85,100,85,106,34.4,37.2,25.6,29.4,37.8,29.4,41.1,severe_thunderstorm_warning
74965,35.998632,-94.59266,OK,102,83,84,96,80,75,93,38.9,28.3,28.9,35.6,26.7,23.9,33.9,
74966,34.943609,-94.81453,OK,87,79,100,99,71,87,76,30.6,26.1,37.8,37.2,21.7,30.6,24.4,excessive_heat_warning
74967,26.75819,-96.83544,OK,81,97,86,83,85,75,99,27.2,36.1,30,28.3,29.4,23.9,37.2,
74968,35.398035,-94.63761,OK,85,81,69,92,91,79,91,29.4,27.2,20.6,33.3,32.8,26.1,32.8,
74969,33.77106,-94.70342,OK,89,89,84,94,93,83,91,31.7,31.7,28.9,34.4,33.9,28.3,32.8,
74970,31.67845,-100.86292,OK,98,81,92,96,80,102,92,36.7,27.2,33.3,35.6,26.7,38.9,33.3,
74971,28.29406,-94.33069,OK,80,74,90,89,79,83,108,26.7,23.3,32.2,31.7,26.1,28.3,42.2,
74972,30.15514,-94.65003,OK,80,92,91,101,111,90,86,26.7,33.3,32.8,38.3,43.9,32.2,30,
74973,33.76981,-102.31814,OK,94,93,87,82,88,96,89,34.4,33.9,30.6,27.8,31.1,35.6,31.7,
74974,31.82753,-99.78489,OK,73,96,97,91,83,92,92,22.8,35.6,36.1,32.8,28.3,33.3,33.3,
74975,29.59408,-103.36719,OK,79,68,97,86,81,90,95,26.1,20,36.1,30,27.2,32.2,35,
74976,36.30607,-104.24944,OK,100,80,95,96,79,81,96,37.8,26.7,35,35.6,26.1,27.2,35.6,excessive_heat_warning
74977,27.33777,-99.42531,OK,76,86,92,90,109,86,90,24.4,30,33.3,32.2,42.8,30,32.2,severe_thunderstorm_warning
74978,27.4479,-100.72378,OK,87,84,86,90,83,84,97,30.6,28.9,30,32.2,28.3,28.9,36.1,
74979,29.43509,-98.79546,OK,104,81,86,64,92,72,75,40,27.2,30,17.8,33.3,22.2,23.9,
74980,26.72954,-104.28464,OK,79,85,85,93,85,92,90,26.1,29.4,29.4,33.9,29.4,33.3,32.2,
74981,27.97884,-95.92317,OK,88,100,89,103,92,93,94,31.1,37.8,31.7,39.4,33.3,33.9,34.4,excessive_heat_warning
74982,34.59868,-95.19008,OK,63,82,103,101,79,98,72,17.2,27.8,39.4,38.3,26.1,36.7,22.2,excessive_heat_warning
74983,32.05556,-96.87489,OK,79,85,87,99,89,91,84,26.1,29.4,30.6,37.2,31.7,32.8,28.9,
74984,34.93314,-102.24191,OK,96,85,94,93,100,85,90,35.6,29.4,34.4,33.9,37.8,29.4,32.2,
74985,28.50381,-99.03656,OK,90,108,75,81,80,107,84,32.2,42.2,23.9,27.2,26.7,41.7,28.9,excessive_heat_warning
74986,31.95106,-100.51802,OK,50,86,92,93,88,69,103,10,30,33.3,33.9,31.1,20.6,39.4,excessive_heat_warning
74987,33.34007,-94.37175,OK,69,93,85,91,94,92,70,20.6,33.9,29.4,32.8,34.4,33.3,21.1,
74988,28.88033,-104.9926,OK,92,84,85,78,88,92,83,33.3,28.9,29.4,25.6,31.1,33.3,28.3,
74989,30.76739,-95.5105,OK,90,89,77,86,77,73,91,32.2,31.7,25,30,25,22.8,32.8,
74990,29.83247,-101.5931,OK,81,93,55,98,71,91,92,27.2,33.9,12.8,36.7,21.7,32.8,33.3,
74991,29.9557,-101.29016,OK,107,86,92,102,94,85,81,41.7,30,33.3,38.9,34.4,29.4,27.2,excessive_heat_warning
74992,27.22301,-104.33806,OK,85,73,87,104,106,81,111,29.4,22.8,30.6,40,41.1,27.2,43.9,
74993,29.61904,-97.70393,OK,92,75,104,74,93,70,81,33.3,23.9,40,23.3,33.9,21.1,27.2,
74994,27.22399,-96.76432,OK,81,96,78,82,78,85,84,27.2,35.6,25.6,27.8,25.6,29.4,28.9,
74995,29.68997,-105.47813,OK,68,80,82,89,96,103,92,20,26.7,27.8,31.7,35.6,39.4,33.3,
74996,26.16847,-101.2791,OK,102,83,85,82,104,89,89,38.9,28.3,29.4,27.8,40,31.7,31.7,excessive_heat_warning
74997,32.67377,-94.63969,OK,98,88,95,91,97,84,98,36.7,31.1,35,32.8,36.1,28.9,36.7,
74998,32.15839,-102.18038,OK,87,83,86,85,83,100,86,30.6,28.3,30,29.4,28.3,37.8,30,excessive_heat_warning
74999,32.7511,-104.47739,OK,91,83,87,88,74,83,90,32.8,28.3,30.6,31.1,23.3,28.3,32.2,tornado_warning
75000,34.53181,-100.59957,TX,83,91,94,93,87,77,86,28.3,32.8,34.4,33.9,30.6,25,30,
75001,32.96129,-96.83751,TX,81,82,93,67,77,102,80,27.2,27.8,33.9,19.4,25,38.9,26.7,excessive_heat_warning
75002,33.092846,-96.62447,TX,97,116,88,102,104,98,90,36.1,46.7,31.1,38.9,40,36.7,32.2,
75003,32.19128,-102.29072,TX,93,79,113,78,99,89,90,33.9,26.1,45,25.6,37.2,31.7,32.2,severe_thunderstorm_warning
75004,30.92737,-98.11762,TX,96,93,84,70,94,101,65,35.6,33.9,28.9,21.1,34.4,38.3,18.3,
75005,36.42923,-104.41304,TX,80,89,84,101,84,85,112,26.7,31.7,28.9,38.3,28.9,29.4,44.4,
75006,32.960374,-96.89163,TX,105,87,76,102,90,81,91,40.6,30.6,24.4,38.9,32.2,27.2,32.8,
75007,33.00542,-96.89773,TX,91,90,86,73,87,79,94,32.8,32.2,30,22.8,30.6,26.1,34.4,
75008,33.20743,-97.116282,TX,91,90,84,107,88,81,80,32.8,32.2,28.9,41.7,31.1,27.2,26.7,
75009,33.327927,-96.76129,TX,85,85,78,86,80,103,86,29.4,29.4,25.6,30,26.7,39.4,30,
75010,33.030556,-96.89328,TX,82,96,77,65,113,83,90,27.8,35.6,25,18.3,45,28.3,32.2,
75011,32.767268,-96.777626,TX,85,91,92,87,72,89,88,29.4,32.8,33.3,30.6,22.2,31.7,31.1,
75012,32.3362,-104.65166,TX,90,86,81,76,82,87,92,32.2,30,27.2,24.4,27.8,30.6,33.3,
75013,33.106582,-96.69402,TX,97,86,85,82,86,89,77,36.1,30,29.4,27.8,30,31.7,25,
75014,32.767268,-96.777626,TX,74,71,74,61,98,100,84,23.3,21.7,23.3,16.1,36.7,37.8,28.9,
75015,32.767268,-96.777626,TX,79,82,81,83,90,99,83,26.1,27.8,27.2,28.3,32.2,37.2,28.3,
75016,32.767268,-96.777626,TX,92,91,84,115,89,87,78,33.3,32.8,28.9,46.1,31.7,30.6,25.6,
75017,32.767268,-96.777626,TX,82,93,80,100,83,90,107,27.8,33.9,26.7,37.8,28.3,32.2,41.7,
75018,26.62105,-93.35735,TX,96,79,100,83,80,70,74,35.6,26.1,37.8,28.3,26.7,21.1,23.3,
75019,32.967341,-96.98656,TX,97,100,89,92,103,71,77,36.1,37.8,31.7,33.3,39.4,21.7,25,excessive_heat_warning
75020,33.754053,-96.57867,TX,92,81,69,75,97,87,94,33.3,27.2,20.6,23.9,36.1,30.6,34.4,severe_thunderstorm_warning
75021,33.742641,-96.51427,TX,69,91,78,88,89,81,93,20.6,32.8,25.6,31.1,31.7,27.2,33.9,
75022,33.024778,-97.10206,TX,77,86,78,70,97,106,87,25,30,25.6,21.1,36.1,41.1,30.6,excessive_heat_warning
75023,33.054671,-96.73506,TX,95,90,86,96,100,71,88,35,32.2,30,35.6,37.8,21.7,31.1,
75024,33.07707,-96.79859,TX,64,85,91,80,103,79,108,17.8,29.4,32.8,26.7,39.4,26.1,42.2,
75025,33.086868,-96.74504,TX,109,80,110,95,96,84,73,42.8,26.7,43.3,35,35.6,28.9,22.8,
75026,33.19359,-96.569879,TX,76,91,74,109,80,82,89,24.4,32.8,23.3,42.8,26.7,27.8,31.7,
75027,33.20743,-97.116282,TX,81,83,73,85,92,85,84,27.2,28.3,22.8,29.4,33.3,29.4,28.9,
75028,33.033214,-97.05965,TX,88,86,96,105,90,96,100,31.1,30,35.6,40.6,32.2,35.6,37.8,
75029,33.20743,-97.116282,TX,96,82,67,70,109,92,89,35.6,27.8,19.4,21.1,42.8,33.3,31.7,
75030,32.91747,-96.534737,TX,87,96,83,84,73,89,101,30.6,35.6,28.3,28.9,22.8,31.7,38.3,excessive_heat_warning
75031,30.89191,-94.5719,TX,100,98,97,94,101,103,88,37.8,36.7,36.1,34.4,38.3,39.4,31.1,
75032,32.867103,-96.44129,TX,96,86,96,88,80,91,110,35.6,30,35.6,31.1,26.7,32.8,43.3,excessive_heat_warning
75033,33.16,-96.83,TX,89,76,110,78,87,97,106,31.7,24.4,43.3,25.6,30.6,36.1,41.1,
75034,33.143792,-96.83938,TX,81,115,88,96,77,86,89,27.2,46.1,31.1,35.6,25,30,31.7,
75035,33.130086,-96.78177,TX,96,86,87,90,104,98,93,35.6,30,30.6,32.2,40,36.7,33.9,
75036,31.84482,-105.83142,TX,83,86,82,100,81,84,93,28.3,30,27.8,37.8,27.2,28.9,33.9,excessive_heat_warning
75037,32.767268,-96.777626,TX,96,86,99,106,90,92,99,35.6,30,37.2,41.1,32.2,33.3,37.2,
75038,32.872386,-96.98524,TX,88,98,87,92,72,95,96,31.1,36.7,30.6,33.3,22.2,35,35.6,
75039,32.876474,-96.94129,TX,57,73,79,86,100,71,82,13.9,22.8,26.1,30,37.8,21.7,27.8,excessive_heat_warning
75040,32.920574,-96.62639,TX,83,85,103,71,91,91,89,28.3,29.4,39.4,21.7,32.8,32.8,31.7,
75041,32.881525,-96.64601,TX,82,71,98,79,90,83,87,27.8,21.7,36.7,26.1,32.2,28.3,30.6,
75042,32.915625,-96.67399,TX,102,76,88,83,101,96,79,38.9,24.4,31.1,28.3,38.3,35.6,26.1,
75043,32.854893,-96.60211,TX,74,99,86,109,95,74,89,23.3,37.2,30,42.8,35,23.3,31.7,
75044,32.960375,-96.66188,TX,87,96,81,82,107,92,70,30.6,35.6,27.2,27.8,41.7,33.3,21.1,
75045,32.913695,-96.627131,TX,90,81,90,83,90,85,90,32.2,27.2,32.2,28.3,32.2,29.4,32.2,
75046,32.767268,-96.777626,TX,87,81,84,106,98,109,95,30.6,27.2,28.9,41.1,36.7,42.8,35,
75047,32.767268,-96.777626,TX,81,83,89,83,108,84,101,27.2,28.3,31.7,28.3,42.2,28.9,38.3,
75048,32.975723,-96.58661,TX,86,75,84,75,81,90,108,30,23.9,28.9,23.9,27.2,32.2,42.2,
75049,32.767268,-96.777626,TX,92,64,88,95,84,95,87,33.3,17.8,31.1,35,28.9,35,30.6,
75050,32.759922,-97.01216,TX,89,95,92,91,98,82,99,31.7,35,33.3,32.8,36.7,27.8,37.2,
75051,32.728982,-97.00428,TX,108,85,86,87,78,60,93,42.2,29.4,30,30.6,25.6,15.6,33.9,
75052,32.675604,-97.02346,TX,88,78,93,95,97,74,96,31.1,25.6,33.9,35,36.1,23.3,35.6,
75053,32.767268,-96.777626,TX,95,97,82,78,80,102,94,35,36.1,27.8,25.6,26.7,38.9,34.4,
75054,32.767268,-96.777626,TX,97,78,61,88,71,79,94,36.1,25.6,16.1,31.1,21.7,26.1,34.4,
75055,34.59103,-93.79704,TX,96,83,96,72,86,92,79,35.6,28.3,35.6,22.2,30,33.3,26.1,
75056,33.081421,-96.88957,TX,78,75,69,85,93,81,73,25.6,23.9,20.6,29.4,33.9,27.2,22.8,
75057,33.04867,-96.99321,TX,80,98,89,90,98,73,86,26.7,36.7,31.7,32.2,36.7,22.8,30,
75058,33.453628,-96.73436,TX,89,97,76,96,83,94,96,31.7,36.1,24.4,35.6,28.3,34.4,35.6,
75059,32.86372,-96.934998,TX,102,94,79,75,70,93,102,38.9,34.4,26.1,23.9,21.1,33.9,38.9,excessive_heat_warning
75060,32.80268,-96.95499,TX,72,96,96,104,106,95,95,22.2,35.6,35.6,40,41.1,35,35,
75061,32.826729,-96.9614,TX,90,109,88,115,95,110,94,32.2,42.8,31.1,46.1,35,43.3,34.4,
75062,32.846645,-96.96733,TX,101,70,90,85,109,91,95,38.3,21.1,32.2,29.4,42.8,32.8,35,excessive_heat_warning
75063,32.916865,-96.97349,TX,90,98,88,93,88,104,90,32.2,36.7,31.1,33.9,31.1,40,32.2,excessive_heat_warning;severe_thunderstorm_warning
75064,33.77871,-95.4168,TX,67,89,74,97,97,93,83,19.4,31.7,23.3,36.1,36.1,33.9,28.3,
75065,33.12635,-97.02525,TX,103,93,82,82,91,96,100,39.4,33.9,27.8,27.8,32.8,35.6,37.8,
75066,32.959222,-96.853877,TX,83,85,96,74,87,77,71,28.3,29.4,35.6,23.3,30.6,25,21.7,tornado_warning
75067,33.020118,-97.00771,TX,97,95,80,88,90,106,97,36.1,35,26.7,31.1,32.2,41.1,36.1,excessive_heat_warning
75068,33.173008,-96.95485,TX,87,81,86,81,101,87,88,30.6,27.2,30,27.2,38.3,30.6,31.1,excessive_heat_warning
75069,33.195073,-96.60363,TX,100,80,79,81,93,84,90,37.8,26.7,26.1,27.2,33.9,28.9,32.2,
75070,33.212203,-96.67522,TX,89,89,80,107,78,105,83,31.7,31.7,26.7,41.7,25.6,40.6,28.3,
75071,33.225107,-96.638614,TX,83,75,91,86,75,68,84,28.3,23.9,32.8,30,23.9,20,28.9,
75072,28.7641,-96.63074,TX,86,89,87,92,82,103,99,30,31.7,30.6,33.3,27.8,39.4,37.2,
75073,34.36116,-102.29679,TX,81,94,78,102,106,88,93,27.2,34.4,25.6,38.9,41.1,31.1,33.9,
75074,33.028921,-96.68102,TX,71,98,99,95,85,93,103,21.7,36.7,37.2,35,29.4,33.9,39.4,
75075,33.024721,-96.74038,TX,81,101,90,83,90,64,79,27.2,38.3,32.2,28.3,32.2,17.8,26.1,
75076,33.818635,-96.69338,TX,98,97,90,97,73,99,78,36.7,36.1,32.2,36.1,22.8,37.2,25.6,
75077,33.075138,-97.0529,TX,100,80,98,101,89,96,86,37.8,26.7,36.7,38.3,31.7,35.6,30,
75078,33.240766,-96.79944,TX,93,100,93,102,96,83,102,33.9,37.8,33.9,38.9,35.6,28.3,38.9,
75079,35.07174,-100.51426,TX,95,91,108,86,106,85,82,35,32.8,42.2,30,41.1,29.4,27.8,excessive_heat_warning
75080,32.969523,-96.74093,TX,77,96,83,86,78,90,87,25,35.6,28.3,30,25.6,32.2,30.6,
75081,32.948974,-96.70916,TX,95,99,88,88,84,84,109,35,37.2,31.1,31.1,28.9,28.9,42.8,
75082,32.993405,-96.65901,TX,93,89,86,108,98,101,81,33.9,31.7,30,42.2,36.7,38.3,27.2,
75083,32.767268,-96.777626,TX,69,100,104,76,91,87,88,20.6,37.8,40,24.4,32.8,30.6,31.1,
75084,33.1314,-101.71297,TX,101,94,88,82,96,98,82,38.3,34.4,31.1,27.8,35.6,36.7,27.8,
75085,32.767268,-96.777626,TX,116,94,60,96,93,87,81,46.7,34.4,15.6,35.6,33.9,30.6,27.2,excessive_heat_warning
75086,33.002395,-96.615837,TX,102,80,85,73,92,93,105,38.9,26.7,29.4,22.8,33.3,33.9,40.6,
75087,32.93382,-96.45446,TX,108,81,107,86,107,76,108,42.2,27.2,41.7,30,41.7,24.4,42.2,excessive_heat_warning
75088,32.897459,-96.5497,TX,99,83,98,88,87,85,80,37.2,28.3,36.7,31.1,30.6,29.4,26.7,
75089,32.923924,-96.54697,TX,90,93,104,93,97,77,99,32.2,33.9,40,33.9,36.1,25,37.2,
75090,33.632806,-96.59106,TX,88,81,100,101,97,79,78,31.1,27.2,37.8,38.3,36.1,26.1,25.6,
75091,33.678665,-96.662289,TX,84,104,89,72,80,94,87,28.9,40,31.7,22.2,26.7,34.4,30.6,severe_thunderstorm_warning
75092,33.649938,-96.65387,TX,76,102,94,98,79,88,94,24.4,38.9,34.4,36.7,26.1,31.1,34.4,
75093,33.03505,-96.80492,TX,85,90,100,91,93,89,93,29.4,32.2,37.8,32.8,33.9,31.7,33.9,
75094,33.009681,-96.61113,TX,97,91,69,102,102,86,103,36.1,32.8,20.6,38.9,38.9,30,39.4,excessive_heat_warning
75095,35.89212,-94.21362,TX,90,91,106,99,76,79,84,32.2,32.8,41.1,37.2,24.4,26.1,28.9,
75096,29.51991,-104.3261,TX,84,88,65,85,82,79,88,28.9,31.1,18.3,29.4,27.8,26.1,31.1,
75097,33.351238,-96.664632,TX,96,100,101,63,75,88,90,35.6,37.8,38.3,17.2,23.9,31.1,32.2,
75098,33.011975,-96.53607,TX,95,101,80,92,86,80,82,35,38.3,26.7,33.3,30,26.7,27.8,excessive_heat_warning
75099,32.77103,-96.79963,TX,85,94,106,91,77,88,92,29.4,34.4,41.1,32.8,25,31.1,33.3,
75100,32.49506,-98.94404,TX,95,72,97,106,87,88,96,35,22.2,36.1,41.1,30.6,31.1,35.6,
75101,32.267846,-96.6967,TX,93,90,78,92,88,83,86,33.9,32.2,25.6,33.3,31.1,28.3,30,
75102,32.075079,-96.64311,TX,71,88,86,101,90,84,92,21.7,31.1,30,38.3,32.2,28.9,33.3,
75103,32.532449,-95.88,TX,77,92,83,95,80,87,84,25,33.3,28.3,35,26.7,30.6,28.9,
75104,32.588536,-96.94949,TX,82,88,89,78,92,103,93,27.8,31.1,31.7,25.6,33.3,39.4,33.9,
75105,32.241963,-96.37917,TX,95,93,100,84,91,72,89,35,33.9,37.8,28.9,32.8,22.2,31.7,
75106,32.767268,-96.777626,TX,88,91,87,85,80,66,86,31.1,32.8,30.6,29.4,26.7,18.9,30,
75107,26.13677,-101.45101,TX,87,100,116,81,80,82,83,30.6,37.8,46.7,27.2,26.7,27.8,28.3,excessive_heat_warning
75108,34.48724,-95.09427,TX,88,86,96,95,77,90,87,31.1,30,35.6,35,25,32.2,30.6,
75109,32.03049,-96.383005,TX,87,116,104,93,90,105,96,30.6,46.7,40,33.9,32.2,40.6,35.6,excessive_heat_warning
75110,32.078228,-96.44612,TX,102,78,85,80,101,98,73,38.9,25.6,29.4,26.7,38.3,36.7,22.8,
75111,28.06144,-100.17086,TX,87,82,106,92,93,111,91,30.6,27.8,41.1,33.3,33.9,43.9,32.8,
75112,35.30526,-97.8658,TX,92,77,105,74,88,88,95,33.3,25,40.6,23.3,31.1,31.1,35,
75113,27.17755,-103.36753,TX,84,89,80,78,72,72,88,28.9,31.7,26.7,25.6,22.2,22.2,31.1,
75114,32.629178,-96.44339,TX,97,93,72,90,88,82,96,36.1,33.9,22.2,32.2,31.1,27.8,35.6,
75115,32.599286,-96.85882,TX,84,89,91,83,79,96,89,28.9,31.7,32.8,28.3,26.1,35.6,31.7,
75116,32.658384,-96.91265,TX,83,88,79,83,87,83,91,28.3,31.1,26.1,28.3,30.6,28.3,32.8,
75117,32.696777,-95.86881,TX,90,95,89,98,106,68,92,32.2,35,31.7,36.7,41.1,20,33.3,
75118,32.599614,-96.302743,TX,76,85,78,82,85,85,89,24.4,29.4,25.6,27.8,29.4,29.4,31.7,tornado_warning
75119,32.331239,-96.61962,TX,89,82,79,93,105,84,72,31.7,27.8,26.1,33.9,40.6,28.9,22.2,severe_thunderstorm_warning
75120,32.334709,-96.633546,TX,112,84,73,75,93,75,91,44.4,28.9,22.8,23.9,33.9,23.9,32.8,
75121,33.079946,-96.41788,TX,83,94,101,72,86,71,87,28.3,34.4,38.3,22.2,30,21.7,30.6,excessive_heat_warning
75122,30.41471,-96.25327,TX,93,73,97,101,65,85,100,33.9,22.8,36.1,38.3,18.3,29.4,37.8,excessive_heat_warning
75123,32.767268,-96.777626,TX,83,101,63,100,92,102,91,28.3,38.3,17.2,37.8,33.3,38.9,32.8,
75124,32.310343,-96.00312,TX,101,87,92,95,96,68,92,38.3,30.6,33.3,35,35.6,20,33.3,excessive_heat_warning
75125,32.533551,-96.65684,TX,81,83,79,97,90,74,103,27.2,28.3,26.1,36.1,32.2,23.3,39.4,excessive_heat_warning
75126,32.745373,-96.46038,TX,94,68,82,79,79,78,77,34.4,20,27.8,26.1,26.1,25.6,25,tornado_warning
75127,32.68309,-95.79436,TX,104,91,82,77,98,96,76,40,32.8,27.8,25,36.7,35.6,24.4,
75128,33.95793,-105.23974,TX,85,92,100,115,86,97,72,29.4,33.3,37.8,46.1,30,36.1,22.2,
75129,36.36884,-95.82478,TX,84,72,74,101,83,85,81,28.9,22.2,23.3,38.3,28.3,29.4,27.2,
75130,30.6755,-94.75087,TX,68,96,98,88,109,90,85,20,35.6,36.7,31.1,42.8,32.2,29.4,excessive_heat_warning
75131,32.50925,-100.63757,TX,90,93,101,89,81,84,106,32.2,33.9,38.3,31.7,27.2,28.9,41.1,excessive_heat_warning
75132,32.941014,-96.38095,TX,76,75,80,81,81,92,105,24.4,23.9,26.7,27.2,27.2,33.3,40.6,
75133,33.92014,-103.97839,TX,101,87,95,92,82,78,105,38.3,30.6,35,33.3,27.8,25.6,40.6,
75134,32.620385,-96.7812,TX,85,81,91,101,92,75,80,29.4,27.2,32.8,38.3,33.3,23.9,26.7,excessive_heat_warning
75135,33.075653,-96.23774,TX,83,91,90,78,93,92,77,28.3,32.8,32.2,25.6,33.9,33.3,25,
75136,27.74809,-103.41284,TX,70,74,95,90,86,88,92,21.1,23.3,35,32.2,30,31.1,33.3,
75137,32.634835,-96.91343,TX,88,83,102,90,93,84,95,31.1,28.3,38.9,32.2,33.9,28.9,35,
75138,32.767268,-96.777626,TX,96,106,88,103,89,94,83,35.6,41.1,31.1,39.4,31.7,34.4,28.3,excessive_heat_warning
75139,30.11972,-97.10962,TX,90,93,90,85,82,103,83,32.2,33.9,32.2,29.4,27.8,39.4,28.3,
75140,32.661299,-95.71738,TX,91,96,101,96,84,93,92,32.8,35.6,38.3,35.6,28.9,33.9,33.3,
75141,32.644647,-96.71036,TX,73,94,69,85,86,81,96,22.8,34.4,20.6,29.4,30,27.2,35.6,
75142,32.574299,-96.30377,TX,85,96,110,95,88,103,81,29.4,35.6,43.3,35,31.1,39.4,27.2,
75143,32.348007,-96.21035,TX,86,96,93,75,99,81,99,30,35.6,33.9,23.9,37.2,27.2,37.2,
75144,32.120271,-96.22474,TX,85,85,87,84,95,95,79,29.4,29.4,30.6,28.9,35,35,26.1,
75145,32.91164,-97.79057,TX,99,91,95,92,108,81,99,37.2,32.8,35,33.3,42.2,27.2,37.2,excessive_heat_warning
75146,32.590063,-96.75892,TX,93,83,89,90,73,45,96,33.9,28.3,31.7,32.2,22.8,7.2,35.6,
75147,32.314256,-96.11068,TX,80,92,79,84,80,72,95,26.7,33.3,26.1,28.9,26.7,22.2,35,
75148,32.183649,-96.01862,TX,96,90,77,84,80,103,86,35.6,32.2,25,28.9,26.7,39.4,30,excessive_heat_warning
75149,32.767329,-96.60759,TX,86,89,87,81,88,93,92,30,31.7,30.6,27.2,31.1,33.9,33.3,
75150,32.818392,-96.63355,TX,101,85,72,79,111,89,86,38.3,29.4,22.2,26.1,43.9,31.7,30,
75151,32.062395,-96.473459,TX,89,86,100,92,90,79,91,31.7,30,37.8,33.3,32.2,26.1,32.8,
75152,32.425222,-96.68103,TX,97,95,96,93,81,106,95,36.1,35,35.6,33.9,27.2,41.1,35,
75153,32.142925,-96.32632,TX,92,106,92,100,103,94,84,33.3,41.1,33.3,37.8,39.4,34.4,28.9,
75154,32.526123,-96.82325,TX,87,70,73,94,90,83,80,30.6,21.1,22.8,34.4,32.2,28.3,26.7,
75155,32.226257,-96.48147,TX,84,86,101,88,103,86,79,28.9,30,38.3,31.1,39.4,30,26.1,
75156,32.290819,-96.114108,TX,89,66,106,84,103,86,98,31.7,18.9,41.1,28.9,39.4,30,36.7,excessive_heat_warning
75157,32.455407,-96.439495,TX,103,83,100,96,100,71,79,39.4,28.3,37.8,35.6,37.8,21.7,26.1,
75158,32.466891,-96.38502,TX,91,75,102,86,85,75,78,32.8,23.9,38.9,30,29.4,23.9,25.6,
75159,32.628858,-96.53811,TX,81,93,78,67,69,95,107,27.2,33.9,25.6,19.4,20.6,35,41.7,
75160,32.747747,-96.28923,TX,86,76,88,93,100,89,83,30,24.4,31.1,33.9,37.8,31.7,28.3,
75161,32.727366,-96.187,TX,77,97,85,71,88,86,85,25,36.1,29.4,21.7,31.1,30,29.4,severe_thunderstorm_warning
75162,30.67988,-104.10299,TX,109,87,79,73,93,92,86,42.8,30.6,26.1,22.8,33.9,33.3,30,
75163,32.17548,-96.10935,TX,79,105,83,83,98,85,86,26.1,40.6,28.3,28.3,36.7,29.4,30,
75164,33.065217,-96.31152,TX,102,91,90,84,106,100,89,38.9,32.8,32.2,28.9,41.1,37.8,31.7,excessive_heat_warning
75165,32.397024,-96.83283,TX,76,61,83,95,89,91,84,24.4,16.1,28.3,35,31.7,32.8,28.9,
75166,33.022051,-96.43601,TX,99,101,104,86,93,99,85,37.2,38.3,40,30,33.9,37.2,29.4,
75167,32.380958,-96.91801,TX,95,84,93,70,80,96,75,35,28.9,33.9,21.1,26.7,35.6,23.9,
75168,32.374937,-96.716638,TX,109,89,75,79,95,83,70,42.8,31.7,23.9,26.1,35,28.3,21.1,
75169,32.725386,-96.00238,TX,91,79,89,81,89,89,91,32.8,26.1,31.7,27.2,31.7,31.7,32.8,
75170,27.40953,-104.95729,TX,94,89,106,89,93,91,91,34.4,31.7,41.1,31.7,33.9,32.8,32.8,
75171,27.99338,-104.96792,TX,84,94,81,82,81,92,118,28.9,34.4,27.2,27.8,27.2,33.3,47.8,severe_thunderstorm_warning
75172,32.598845,-96.6831,TX,102,87,78,100,93,71,80,38.9,30.6,25.6,37.8,33.9,21.7,26.7,
75173,33.048275,-96.42153,TX,94,70,86,92,78,82,91,34.4,21.1,30,33.3,25.6,27.8,32.8,
75174,30.94976,-103.2144,TX,84,82,79,101,94,85,82,28.9,27.8,26.1,38.3,34.4,29.4,27.8,
75175,31.49472,-95.06805,TX,102,79,92,86,74,91,102,38.9,26.1,33.3,30,23.3,32.8,38.9,
75176,28.84167,-103.24954,TX,98,90,83,86,77,72,88,36.7,32.2,28.3,30,25,22.2,31.1,
75177,28.28822,-98.84949,TX,87,93,86,80,79,98,83,30.6,33.9,30,26.7,26.1,36.7,28.3,
75178,26.812,-100.15885,TX,83,89,78,87,82,92,86,28.3,31.7,25.6,30.6,27.8,33.3,30,
75179,32.91971,-102.25993,TX,96,77,74,100,86,83,94,35.6,25,23.3,37.8,30,28.3,34.4,excessive_heat_warning
75180,32.72203,-96.61634,TX,105,74,89,91,91,72,96,40.6,23.3,31.7,32.8,32.8,22.2,35.6,
75181,32.735812,-96.55886,TX,90,97,108,97,98,90,99,32.2,36.1,42.2,36.1,36.7,32.2,37.2,excessive_heat_warning
75182,32.803646,-96.56965,TX,97,80,74,75,79,87,91,36.1,26.7,23.3,23.9,26.1,30.6,32.8,
75183,33.11344,-99.83486,TX,105,92,92,101,106,83,93,40.6,33.3,33.3,38.3,41.1,28.3,33.9,
75184,36.40778,-94.56286,TX,97,93,94,88,79,87,86,36.1,33.9,34.4,31.1,26.1,30.6,30,
75185,32.740332,-96.561846,TX,83,114,83,81,75,88,85,28.3,45.6,28.3,27.2,23.9,31.1,29.4,
75186,31.07553,-102.04236,TX,84,71,78,78,72,107,86,28.9,21.7,25.6,25.6,22.2,41.7,30,
75187,32.767268,-96.777626,TX,94,87,88,77,86,73,68,34.4,30.6,31.1,25,30,22.8,20,
75188,26.98621,-94.73804,TX,103,85,79,85,95,106,99,39.4,29.4,26.1,29.4,35,41.1,37.2,
75189,32.960512,-96.31278,TX,82,94,90,97,84,91,76,27.8,34.4,32.2,36.1,28.9,32.8,24.4,
75190,34.23146,-98.22726,TX,89,65,100,78,80,96,95,31.7,18.3,37.8,25.6,26.7,35.6,35,
